narration_id,participant_id,video_id,narration_timestamp,start_timestamp,stop_timestamp,start_frame,stop_frame,narration,verb,verb_class,noun,noun_class,all_nouns,all_noun_classes
P01_62_43,P01,P01_62,00:14:25.40,00:14:25.40,00:14:34.90,51924,52495,stir food,stir,10,food,34,['food'],[34]
P01_62_44,P01,P01_62,00:14:37.20,00:14:37.20,00:14:45.00,52631,53098,stir food,stir,10,food,34,['food'],[34]
P01_62_51,P01,P01_62,00:17:57.50,00:17:57.50,00:18:10.90,64653,65455,stir food,stir,10,food,34,['food'],[34]
P01_62_56,P01,P01_62,00:18:48.30,00:18:48.30,00:18:52.30,67700,67938,add oil,add,46,oil,31,['oil'],[31]
P01_62_57,P01,P01_62,00:19:57.40,00:19:57.40,00:20:02.80,71845,72169,stir food,stir,10,food,34,['food'],[34]
P01_64_0,P01,P01_64,00:00:14.70,00:00:14.70,00:00:19.70,880,1183,add onion,add,46,onion,16,['onion'],[16]
P01_64_1,P01,P01_64,00:00:37.00,00:00:37.00,00:00:57.20,2218,3429,stir onion,stir,10,onion,16,['onion'],[16]
P01_64_3,P01,P01_64,00:04:41.40,00:04:41.40,00:04:49.20,16884,17350,add garlic,add,46,garlic,51,['garlic'],[51]
P01_64_5,P01,P01_64,00:04:59.80,00:04:59.80,00:05:28.60,17990,19715,stir food,stir,10,food,34,['food'],[34]
P01_64_6,P01,P01_64,00:05:33.90,00:05:33.90,00:06:08.90,20031,22135,stir food,stir,10,food,34,['food'],[34]
P01_64_7,P01,P01_64,00:06:21.60,00:06:21.60,00:06:23.90,22895,23031,add salt,add,46,salt,38,['salt'],[38]
P01_64_8,P01,P01_64,00:06:43.40,00:06:43.40,00:06:47.50,24203,24450,stir food,stir,10,food,34,['food'],[34]
P01_64_9,P01,P01_64,00:06:54.10,00:06:54.10,00:07:04.00,24845,25440,stir food,stir,10,food,34,['food'],[34]
P01_64_10,P01,P01_64,00:07:04.00,00:07:04.00,00:07:06.90,25440,25616,add potato,add,46,potato,30,['potato'],[30]
P01_64_11,P01,P01_64,00:07:07.30,00:07:07.30,00:07:15.80,25639,26145,stir food,stir,10,food,34,['food'],[34]
P01_64_14,P01,P01_64,00:07:19.00,00:07:19.00,00:07:20.90,26343,26455,stir food,stir,10,food,34,['food'],[34]
P01_64_15,P01,P01_64,00:07:24.40,00:07:24.40,00:07:46.50,26662,27990,stir food,stir,10,food,34,['food'],[34]
P01_64_16,P01,P01_64,00:08:13.40,00:08:13.40,00:08:19.40,29603,29964,add oil,add,46,oil,31,['oil'],[31]
P01_64_18,P01,P01_64,00:08:41.20,00:08:41.20,00:09:07.30,31272,32838,stir food,stir,10,food,34,['food'],[34]
P01_64_19,P01,P01_64,00:11:38.10,00:11:38.10,00:11:40.60,41884,42034,stir food,stir,10,food,34,['food'],[34]
P01_64_20,P01,P01_64,00:12:07.80,00:12:07.80,00:12:14.20,43669,44053,stir food,stir,10,food,34,['food'],[34]
P01_64_21,P01,P01_64,00:12:20.90,00:12:20.90,00:12:27.20,44453,44829,stir food,stir,10,food,34,['food'],[34]
P01_64_22,P01,P01_64,00:12:29.30,00:12:29.30,00:12:38.20,44960,45495,stir food,stir,10,food,34,['food'],[34]
P01_64_23,P01,P01_64,00:12:44.90,00:12:44.90,00:12:48.70,45895,46125,add salt,add,46,salt,38,['salt'],[38]
P01_64_24,P01,P01_64,00:12:50.60,00:12:50.60,00:13:12.20,46238,47530,stir food,stir,10,food,34,['food'],[34]
P01_64_25,P01,P01_64,00:15:14.20,00:15:14.20,00:15:26.90,54852,55611,stir food,stir,10,food,34,['food'],[34]
P01_64_26,P01,P01_64,00:15:50.90,00:15:50.90,00:15:55.10,57051,57304,stir food,stir,10,food,34,['food'],[34]
P01_64_27,P01,P01_64,00:16:40.80,00:16:40.80,00:16:52.80,60048,60770,stir food,stir,10,food,34,['food'],[34]
P01_64_28,P01,P01_64,00:19:15.80,00:19:15.80,00:19:48.50,69346,71309,stir food,stir,10,food,34,['food'],[34]
P01_64_29,P01,P01_64,00:20:29.50,00:20:29.50,00:20:57.40,73773,75441,stir food,stir,10,food,34,['food'],[34]
P01_64_30,P01,P01_64,00:24:13.20,00:24:13.20,00:24:28.60,87194,88116,stir food,stir,10,food,34,['food'],[34]
P01_64_31,P01,P01_64,00:27:14.00,00:27:14.00,00:27:15.00,98040,98100,stir food,stir,10,food,34,['food'],[34]
P01_64_32,P01,P01_64,00:27:22.40,00:27:22.40,00:28:19.40,98544,101964,stir food,stir,10,food,34,['food'],[34]
P01_64_33,P01,P01_64,00:28:26.40,00:28:26.40,00:28:32.00,102386,102719,add oil,add,46,oil,31,['oil'],[31]
P01_64_34,P01,P01_64,00:28:39.30,00:28:39.30,00:29:12.60,103159,105154,stir food,stir,10,food,34,['food'],[34]
P01_64_35,P01,P01_64,00:29:19.00,00:29:19.00,00:29:28.20,105539,106091,stir food,stir,10,food,34,['food'],[34]
P01_64_37,P01,P01_64,00:30:25.40,00:30:25.40,00:30:27.70,109526,109665,add saucepan,add,46,saucepan,5,['saucepan'],[5]
P01_64_38,P01,P01_64,00:30:36.70,00:30:36.70,00:30:39.80,110201,110385,add salt,add,46,salt,38,['salt'],[38]
P01_64_39,P01,P01_64,00:30:41.90,00:30:41.90,00:31:24.90,110516,113091,stir food,stir,10,food,34,['food'],[34]
P01_64_40,P01,P01_64,00:31:32.10,00:31:32.10,00:31:52.90,113525,114776,stir food,stir,10,food,34,['food'],[34]
P01_64_41,P01,P01_64,00:32:04.10,00:32:04.10,00:32:05.70,115446,115540,stir food,stir,10,food,34,['food'],[34]
P01_64_42,P01,P01_64,00:33:06.10,00:33:06.10,00:33:11.70,119165,119499,add pasta,add,46,pasta,45,['pasta'],[45]
P01_64_43,P01,P01_64,00:33:46.10,00:33:46.10,00:33:56.50,121566,122190,stir pasta,stir,10,pasta,45,['pasta'],[45]
P01_64_44,P01,P01_64,00:34:46.60,00:34:46.60,00:35:22.10,125195,127325,stir food,stir,10,food,34,['food'],[34]
P01_64_45,P01,P01_64,00:35:24.50,00:35:24.50,00:35:27.50,127470,127650,add salt,add,46,salt,38,['salt'],[38]
P01_64_46,P01,P01_64,00:35:35.30,00:35:35.30,00:35:37.60,128116,128259,add salt,add,46,salt,38,['salt'],[38]
P01_64_47,P01,P01_64,00:35:39.40,00:35:39.40,00:36:17.70,128366,130661,stir food,stir,10,food,34,['food'],[34]
P01_64_48,P01,P01_64,00:36:21.10,00:36:21.10,00:36:38.20,130865,131890,stir food,stir,10,food,34,['food'],[34]
P01_64_50,P01,P01_64,00:36:42.10,00:36:42.10,00:36:51.70,132129,132704,stir food,stir,10,food,34,['food'],[34]
P01_64_51,P01,P01_64,00:36:55.20,00:36:55.20,00:37:00.30,132914,133220,add oil,add,46,oil,31,['oil'],[31]
P01_64_52,P01,P01_64,00:37:11.00,00:37:11.00,00:37:19.60,133859,134374,stir food,stir,10,food,34,['food'],[34]
P01_64_53,P01,P01_64,00:37:36.20,00:37:36.20,00:37:48.90,135375,136133,stir pasta,stir,10,pasta,45,['pasta'],[45]
P01_64_55,P01,P01_64,00:38:09.50,00:38:09.50,00:38:13.10,137368,137588,stir pasta,stir,10,pasta,45,['pasta'],[45]
P01_64_56,P01,P01_64,00:38:39.40,00:38:39.40,00:38:59.60,139166,140375,stir food,stir,10,food,34,['food'],[34]
P01_64_59,P01,P01_64,00:39:37.80,00:39:37.80,00:39:39.20,142670,142749,stir food,stir,10,food,34,['food'],[34]
P01_66_0,P01,P01_66,00:00:09.40,00:00:09.40,00:00:20.60,566,1234,add oil,add,46,oil,31,['oil'],[31]
P01_66_1,P01,P01_66,00:00:32.20,00:00:32.20,00:00:35.10,1930,2106,add oil,add,46,oil,31,['oil'],[31]
P01_66_3,P01,P01_66,00:01:24.00,00:01:24.00,00:01:39.60,5039,5974,cut onion,cut,7,onion,16,['onion'],[16]
P01_66_4,P01,P01_66,00:01:37.20,00:01:37.20,00:01:40.20,5834,6014,add onion,add,46,onion,16,['onion'],[16]
P01_66_6,P01,P01_66,00:01:43.90,00:01:43.90,00:02:21.10,6232,8464,cut onion,cut,7,onion,16,['onion'],[16]
P01_66_7,P01,P01_66,00:01:44.80,00:01:44.80,00:02:25.70,6286,8740,add onion,add,46,onion,16,['onion'],[16]
P01_66_8,P01,P01_66,00:02:44.50,00:02:44.50,00:03:11.40,9870,11485,cut onion,cut,7,onion,16,['onion'],[16]
P01_66_9,P01,P01_66,00:02:45.90,00:02:45.90,00:03:13.40,9955,11601,add onion,add,46,onion,16,['onion'],[16]
P01_66_10,P01,P01_66,00:03:45.90,00:03:45.90,00:03:57.60,13553,14256,cut pepper,cut,7,pepper,37,['pepper'],[37]
P01_66_11,P01,P01_66,00:03:48.60,00:03:48.60,00:03:58.60,13718,14316,add pepper,add,46,pepper,37,['pepper'],[37]
P01_66_12,P01,P01_66,00:04:07.20,00:04:07.20,00:04:22.30,14831,15735,cut pepper,cut,7,pepper,37,['pepper'],[37]
P01_66_13,P01,P01_66,00:04:08.40,00:04:08.40,00:04:23.30,14902,15795,add pepper,add,46,pepper,37,['pepper'],[37]
P01_66_14,P01,P01_66,00:04:39.00,00:04:39.00,00:04:54.90,16740,17695,cut pepper,cut,7,pepper,37,['pepper'],[37]
P01_66_15,P01,P01_66,00:04:40.30,00:04:40.30,00:04:54.90,16817,17692,add pepper,add,46,pepper,37,['pepper'],[37]
P01_66_16,P01,P01_66,00:05:01.20,00:05:01.20,00:05:09.10,18074,18546,stir food,stir,10,food,34,['food'],[34]
P01_66_17,P01,P01_66,00:05:49.50,00:05:49.50,00:06:21.70,20970,22902,cut garlic,cut,7,garlic,51,['garlic'],[51]
P01_66_18,P01,P01_66,00:05:54.80,00:05:54.80,00:06:22.50,21291,22952,add garlic,add,46,garlic,51,['garlic'],[51]
P01_66_19,P01,P01_66,00:06:33.20,00:06:33.20,00:06:43.10,23591,24184,stir food,stir,10,food,34,['food'],[34]
P01_66_20,P01,P01_66,00:07:50.90,00:07:50.90,00:08:09.70,28253,29381,stir food,stir,10,food,34,['food'],[34]
P01_66_29,P01,P01_66,00:10:48.10,00:10:48.10,00:11:02.60,38888,39754,stir food,stir,10,food,34,['food'],[34]
P01_66_30,P01,P01_66,00:11:03.90,00:11:03.90,00:11:05.70,39836,39942,stir food,stir,10,food,34,['food'],[34]
P01_66_31,P01,P01_66,00:11:12.20,00:11:12.20,00:11:16.00,40334,40560,add salt,add,46,salt,38,['salt'],[38]
P01_66_32,P01,P01_66,00:11:18.90,00:11:18.90,00:11:24.90,40735,41096,add salt,add,46,salt,38,['salt'],[38]
P01_66_34,P01,P01_66,00:12:47.40,00:12:47.40,00:12:51.80,46046,46308,add oil,add,46,oil,31,['oil'],[31]
P01_66_53,P01,P01_66,00:14:56.90,00:14:56.90,00:15:02.10,53812,54127,add salt,add,46,salt,38,['salt'],[38]
P01_66_66,P01,P01_66,00:16:11.40,00:16:11.40,00:16:17.60,58282,58658,stir food,stir,10,food,34,['food'],[34]
P01_66_68,P01,P01_66,00:16:22.80,00:16:22.80,00:16:38.70,58965,59920,stir food,stir,10,food,34,['food'],[34]
P01_66_69,P01,P01_66,00:16:50.30,00:16:50.30,00:16:55.30,60618,60915,cut tomato,cut,7,tomato,43,['tomato'],[43]
P01_66_70,P01,P01_66,00:16:55.30,00:16:55.30,00:16:56.30,60919,60975,add tomato,add,46,tomato,43,['tomato'],[43]
P01_66_71,P01,P01_66,00:16:57.60,00:16:57.60,00:16:59.20,61055,61151,cut tomato,cut,7,tomato,43,['tomato'],[43]
P01_66_73,P01,P01_66,00:17:03.30,00:17:03.30,00:17:08.50,61398,61713,cut tomato,cut,7,tomato,43,['tomato'],[43]
P01_66_74,P01,P01_66,00:17:08.00,00:17:08.00,00:17:09.60,61677,61773,add tomato,add,46,tomato,43,['tomato'],[43]
P01_66_75,P01,P01_66,00:17:10.60,00:17:10.60,00:17:16.40,61837,62183,cut tomato,cut,7,tomato,43,['tomato'],[43]
P01_66_76,P01,P01_66,00:17:16.40,00:17:16.40,00:17:17.40,62186,62243,add tomato,add,46,tomato,43,['tomato'],[43]
P01_66_77,P01,P01_66,00:17:19.10,00:17:19.10,00:17:26.40,62348,62782,cut tomato,cut,7,tomato,43,['tomato'],[43]
P01_66_78,P01,P01_66,00:17:26.20,00:17:26.20,00:17:27.70,62774,62860,add tomato,add,46,tomato,43,['tomato'],[43]
P01_66_79,P01,P01_66,00:17:28.40,00:17:28.40,00:17:35.00,62904,63300,cut tomato,cut,7,tomato,43,['tomato'],[43]
P01_66_80,P01,P01_66,00:17:35.10,00:17:35.10,00:17:36.40,63308,63386,add tomato,add,46,tomato,43,['tomato'],[43]
P01_66_109,P01,P01_66,00:19:21.80,00:19:21.80,00:19:25.80,69708,69949,stir food,stir,10,food,34,['food'],[34]
P01_66_110,P01,P01_66,00:19:32.10,00:19:32.10,00:19:37.20,70326,70630,stir food,stir,10,food,34,['food'],[34]
P01_66_117,P01,P01_66,00:20:08.20,00:20:08.20,00:20:11.00,72490,72660,add oil,add,46,oil,31,['oil'],[31]
P01_66_120,P01,P01_66,00:22:09.40,00:22:09.40,00:22:12.60,79766,79953,stir food,stir,10,food,34,['food'],[34]
P01_66_128,P01,P01_66,00:23:18.60,00:23:18.60,00:23:21.20,83916,84072,add oil,add,46,oil,31,['oil'],[31]
P01_66_138,P01,P01_66,00:24:37.50,00:24:37.50,00:24:42.50,88649,88949,add salt,add,46,salt,38,['salt'],[38]
P01_66_143,P01,P01_66,00:24:56.20,00:24:56.20,00:24:59.90,89770,89994,add salt,add,46,salt,38,['salt'],[38]
P01_66_150,P01,P01_66,00:26:18.80,00:26:18.80,00:26:28.10,94730,95287,stir food,stir,10,food,34,['food'],[34]
P01_66_151,P01,P01_66,00:26:57.00,00:26:57.00,00:27:02.00,97017,97322,add salt,add,46,salt,38,['salt'],[38]
P01_66_153,P01,P01_66,00:27:03.50,00:27:03.50,00:27:08.10,97409,97685,stir food,stir,10,food,34,['food'],[34]
P01_66_160,P01,P01_66,00:27:33.00,00:27:33.00,00:27:54.80,99179,100487,stir food,stir,10,food,34,['food'],[34]
P01_66_161,P01,P01_66,00:28:34.60,00:28:34.60,00:28:42.60,102874,103357,stir food,stir,10,food,34,['food'],[34]
P01_66_176,P01,P01_66,00:30:25.40,00:30:25.40,00:30:29.70,109525,109780,add rice,add,46,rice,152,['rice'],[152]
P01_66_177,P01,P01_66,00:30:29.90,00:30:29.90,00:30:37.60,109792,110256,add rice,add,46,rice,152,['rice'],[152]
P01_66_178,P01,P01_66,00:30:51.70,00:30:51.70,00:30:53.90,111101,111231,stir food,stir,10,food,34,['food'],[34]
P01_66_179,P01,P01_66,00:31:02.50,00:31:02.50,00:31:05.70,111748,111944,add rice,add,46,rice,152,['rice'],[152]
P01_66_180,P01,P01_66,00:31:13.10,00:31:13.10,00:31:18.30,112387,112699,stir food,stir,10,food,34,['food'],[34]
P01_66_183,P01,P01_66,00:31:46.90,00:31:46.90,00:32:08.30,114415,115695,stir food,stir,10,food,34,['food'],[34]
P01_66_184,P01,P01_66,00:33:41.50,00:33:41.50,00:33:55.20,121290,122114,stir food,stir,10,food,34,['food'],[34]
P01_66_186,P01,P01_66,00:34:34.30,00:34:34.30,00:34:58.10,124460,125888,stir food,stir,10,food,34,['food'],[34]
P01_66_188,P01,P01_66,00:35:31.30,00:35:31.30,00:35:34.00,127875,128040,stir food,stir,10,food,34,['food'],[34]
P01_66_189,P01,P01_66,00:36:30.80,00:36:30.80,00:36:34.30,131450,131660,add salt,add,46,salt,38,['salt'],[38]
P01_66_191,P01,P01_66,00:40:28.40,00:40:28.40,00:40:46.10,145702,146765,stir food,stir,10,food,34,['food'],[34]
P01_66_192,P01,P01_66,00:43:35.40,00:43:35.40,00:43:46.40,156924,157585,stir food,stir,10,food,34,['food'],[34]
P01_66_193,P01,P01_66,00:47:43.60,00:47:43.60,00:48:04.00,171819,173039,stir food,stir,10,food,34,['food'],[34]
P01_66_196,P01,P01_66,00:54:01.90,00:54:01.90,00:54:14.40,194516,195263,stir food,stir,10,food,34,['food'],[34]
P01_66_202,P01,P01_66,00:56:43.20,00:56:43.20,00:56:47.10,204190,204424,stir food,stir,10,food,34,['food'],[34]
P01_66_204,P01,P01_66,00:56:53.10,00:56:53.10,00:57:03.70,204788,205424,stir food,stir,10,food,34,['food'],[34]
P01_66_205,P01,P01_66,00:03:09.60,00:03:09.60,00:03:33.70,227375,228825,stir food,stir,10,food,34,['food'],[34]
P01_68_0,P01,P01_68,00:00:39.90,00:00:39.90,00:00:45.70,2393,2739,add oil,add,46,oil,31,['oil'],[31]
P01_68_3,P01,P01_68,00:01:22.50,00:01:22.50,00:01:24.00,4948,5041,add potato,add,46,potato,30,['potato'],[30]
P01_68_4,P01,P01_68,00:01:26.20,00:01:26.20,00:01:27.00,5169,5223,add potato,add,46,potato,30,['potato'],[30]
P01_68_5,P01,P01_68,00:01:29.20,00:01:29.20,00:01:29.90,5352,5391,add potato,add,46,potato,30,['potato'],[30]
P01_68_6,P01,P01_68,00:01:32.30,00:01:32.30,00:01:33.10,5539,5585,add potato,add,46,potato,30,['potato'],[30]
P01_68_7,P01,P01_68,00:01:33.90,00:01:33.90,00:01:34.20,5631,5650,add potato,add,46,potato,30,['potato'],[30]
P01_68_8,P01,P01_68,00:01:37.50,00:01:37.50,00:01:37.90,5848,5876,add potato,add,46,potato,30,['potato'],[30]
P01_68_9,P01,P01_68,00:01:40.00,00:01:40.00,00:01:40.30,5999,6020,add potato,add,46,potato,30,['potato'],[30]
P01_68_10,P01,P01_68,00:01:42.70,00:01:42.70,00:01:43.80,6159,6228,add potato,add,46,potato,30,['potato'],[30]
P01_68_11,P01,P01_68,00:01:46.90,00:01:46.90,00:01:47.50,6415,6449,add potato,add,46,potato,30,['potato'],[30]
P01_68_12,P01,P01_68,00:01:49.30,00:01:49.30,00:01:49.60,6558,6575,add potato,add,46,potato,30,['potato'],[30]
P01_68_13,P01,P01_68,00:02:30.30,00:02:30.30,00:02:41.30,9018,9680,stir potato,stir,10,potato,30,['potato'],[30]
P01_68_14,P01,P01_68,00:03:47.40,00:03:47.40,00:03:54.40,13645,14065,stir potato,stir,10,potato,30,['potato'],[30]
P01_68_15,P01,P01_68,00:04:03.70,00:04:03.70,00:04:17.20,14624,15435,stir potato,stir,10,potato,30,['potato'],[30]
P01_68_16,P01,P01_68,00:05:04.70,00:05:04.70,00:05:22.30,18284,19335,stir potato,stir,10,potato,30,['potato'],[30]
P01_68_18,P01,P01_68,00:05:44.70,00:05:44.70,00:06:19.60,20680,22775,stir potato,stir,10,potato,30,['potato'],[30]
P01_68_19,P01,P01_68,00:09:13.50,00:09:13.50,00:09:33.80,33210,34430,stir potato,stir,10,potato,30,['potato'],[30]
P01_68_20,P01,P01_68,00:09:36.50,00:09:36.50,00:09:49.60,34589,35374,stir potato,stir,10,potato,30,['potato'],[30]
P01_68_21,P01,P01_68,00:11:32.80,00:11:32.80,00:12:02.30,41571,43336,stir potato,stir,10,potato,30,['potato'],[30]
P01_68_22,P01,P01_68,00:12:27.80,00:12:27.80,00:12:39.20,44868,45550,stir potato,stir,10,potato,30,['potato'],[30]
P01_68_23,P01,P01_68,00:12:49.30,00:12:49.30,00:13:00.80,46159,46850,stir potato,stir,10,potato,30,['potato'],[30]
P01_68_25,P01,P01_68,00:13:29.40,00:13:29.40,00:14:02.00,48565,50523,stir potato,stir,10,potato,30,['potato'],[30]
P01_68_27,P01,P01_68,00:14:36.90,00:14:36.90,00:15:06.90,52616,54415,stir potato,stir,10,potato,30,['potato'],[30]
P01_68_28,P01,P01_68,00:15:24.70,00:15:24.70,00:15:48.50,55480,56910,stir potato,stir,10,potato,30,['potato'],[30]
P01_68_30,P01,P01_68,00:16:15.10,00:16:15.10,00:16:22.20,58505,58930,stir potato,stir,10,potato,30,['potato'],[30]
P01_68_31,P01,P01_68,00:16:48.90,00:16:48.90,00:17:00.00,60533,61200,stir potato,stir,10,potato,30,['potato'],[30]
P01_68_32,P01,P01_68,00:17:01.40,00:17:01.40,00:17:39.10,61283,63549,stir potato,stir,10,potato,30,['potato'],[30]
P01_68_34,P01,P01_68,00:17:59.20,00:17:59.20,00:18:17.50,64754,65851,stir potato,stir,10,potato,30,['potato'],[30]
P01_68_36,P01,P01_68,00:18:24.00,00:18:24.00,00:18:26.00,66243,66361,add potato,add,46,potato,30,['potato'],[30]
P01_68_37,P01,P01_68,00:18:26.80,00:18:26.80,00:18:27.80,66409,66469,add potato,add,46,potato,30,['potato'],[30]
P01_68_39,P01,P01_68,00:18:47.70,00:18:47.70,00:18:57.60,67659,68255,stir potato,stir,10,potato,30,['potato'],[30]
P01_68_42,P01,P01_68,00:19:08.80,00:19:08.80,00:19:17.00,68926,69420,stir potato,stir,10,potato,30,['potato'],[30]
P01_68_44,P01,P01_68,00:19:20.50,00:19:20.50,00:19:27.10,69628,70025,stir potato,stir,10,potato,30,['potato'],[30]
P01_68_46,P01,P01_68,00:19:30.00,00:19:30.00,00:19:41.90,70200,70913,stir potato,stir,10,potato,30,['potato'],[30]
P01_68_50,P01,P01_68,00:19:55.70,00:19:55.70,00:20:05.30,71740,72320,stir potato,stir,10,potato,30,['potato'],[30]
P01_68_52,P01,P01_68,00:20:08.50,00:20:08.50,00:20:18.50,72510,73110,stir potato,stir,10,potato,30,['potato'],[30]
P01_68_54,P01,P01_68,00:20:20.50,00:20:20.50,00:20:30.40,73230,73825,stir potato,stir,10,potato,30,['potato'],[30]
P01_68_56,P01,P01_68,00:20:33.40,00:20:33.40,00:20:34.20,74005,74055,stir potato,stir,10,potato,30,['potato'],[30]
P01_68_59,P01,P01_68,00:20:41.00,00:20:41.00,00:20:43.20,74463,74590,stir potato,stir,10,potato,30,['potato'],[30]
P01_68_61,P01,P01_68,00:20:47.80,00:20:47.80,00:20:48.50,74865,74913,stir potato,stir,10,potato,30,['potato'],[30]
P01_68_63,P01,P01_68,00:20:51.60,00:20:51.60,00:20:52.80,75095,75165,stir potato,stir,10,potato,30,['potato'],[30]
P01_68_75,P01,P01_68,00:25:58.30,00:25:58.30,00:25:59.70,93499,93585,add meat,add,46,meat,28,['meat'],[28]
P01_68_76,P01,P01_68,00:26:13.80,00:26:13.80,00:26:14.90,94425,94496,add meat,add,46,meat,28,['meat'],[28]
P01_68_77,P01,P01_68,00:26:30.10,00:26:30.10,00:26:30.90,95405,95456,add meat,add,46,meat,28,['meat'],[28]
P01_68_78,P01,P01_68,00:26:43.50,00:26:43.50,00:26:44.30,96210,96258,add meat,add,46,meat,28,['meat'],[28]
P01_68_79,P01,P01_68,00:26:58.30,00:26:58.30,00:26:59.00,97099,97138,add meat,add,46,meat,28,['meat'],[28]
P01_68_80,P01,P01_68,00:27:10.90,00:27:10.90,00:27:11.70,97856,97903,add meat,add,46,meat,28,['meat'],[28]
P01_68_81,P01,P01_68,00:27:27.80,00:27:27.80,00:27:28.60,98869,98919,add meat,add,46,meat,28,['meat'],[28]
P01_68_82,P01,P01_68,00:27:34.10,00:27:34.10,00:27:35.10,99243,99303,add meat,add,46,meat,28,['meat'],[28]
P01_68_83,P01,P01_68,00:28:26.20,00:28:26.20,00:28:30.50,102369,102629,stir meat,stir,10,meat,28,['meat'],[28]
P01_68_84,P01,P01_68,00:28:32.30,00:28:32.30,00:28:34.30,102735,102859,add meat,add,46,meat,28,['meat'],[28]
P01_68_85,P01,P01_68,00:28:50.60,00:28:50.60,00:28:51.00,103835,103858,add meat,add,46,meat,28,['meat'],[28]
P01_68_86,P01,P01_68,00:29:13.40,00:29:13.40,00:29:14.60,105204,105275,add meat,add,46,meat,28,['meat'],[28]
P01_68_87,P01,P01_68,00:32:44.50,00:32:44.50,00:32:45.50,117869,117931,flip meat,flip,22,meat,28,['meat'],[28]
P01_68_88,P01,P01_68,00:32:46.20,00:32:46.20,00:32:47.20,117974,118034,flip meat,flip,22,meat,28,['meat'],[28]
P01_68_89,P01,P01_68,00:32:48.80,00:32:48.80,00:32:49.80,118127,118189,flip meat,flip,22,meat,28,['meat'],[28]
P01_68_90,P01,P01_68,00:32:50.90,00:32:50.90,00:32:52.80,118256,118365,flip meat,flip,22,meat,28,['meat'],[28]
P01_68_91,P01,P01_68,00:32:53.40,00:32:53.40,00:32:54.60,118404,118475,flip meat,flip,22,meat,28,['meat'],[28]
P01_68_92,P01,P01_68,00:32:55.90,00:32:55.90,00:32:56.90,118556,118616,flip meat,flip,22,meat,28,['meat'],[28]
P01_68_93,P01,P01_68,00:32:57.90,00:32:57.90,00:32:59.90,118673,118793,flip meat,flip,22,meat,28,['meat'],[28]
P01_68_94,P01,P01_68,00:33:01.00,00:33:01.00,00:33:02.30,118859,118936,flip meat,flip,22,meat,28,['meat'],[28]
P01_68_95,P01,P01_68,00:33:03.30,00:33:03.30,00:33:05.20,119000,119110,flip meat,flip,22,meat,28,['meat'],[28]
P01_68_96,P01,P01_68,00:33:06.00,00:33:06.00,00:33:07.10,119159,119225,flip meat,flip,22,meat,28,['meat'],[28]
P01_68_97,P01,P01_68,00:33:08.30,00:33:08.30,00:33:09.40,119299,119365,flip meat,flip,22,meat,28,['meat'],[28]
P01_68_98,P01,P01_68,00:36:30.60,00:36:30.60,00:36:31.50,131438,131491,flip meat,flip,22,meat,28,['meat'],[28]
P01_68_99,P01,P01_68,00:36:32.00,00:36:32.00,00:36:32.60,131520,131555,flip meat,flip,22,meat,28,['meat'],[28]
P01_68_100,P01,P01_68,00:36:33.10,00:36:33.10,00:36:34.10,131585,131645,flip meat,flip,22,meat,28,['meat'],[28]
P01_68_101,P01,P01_68,00:36:34.50,00:36:34.50,00:36:35.50,131668,131728,flip meat,flip,22,meat,28,['meat'],[28]
P01_68_102,P01,P01_68,00:36:36.00,00:36:36.00,00:36:37.00,131760,131820,flip meat,flip,22,meat,28,['meat'],[28]
P01_68_103,P01,P01_68,00:36:38.20,00:36:38.20,00:36:39.20,131894,131954,flip meat,flip,22,meat,28,['meat'],[28]
P01_68_104,P01,P01_68,00:36:39.70,00:36:39.70,00:36:40.70,131983,132043,flip meat,flip,22,meat,28,['meat'],[28]
P01_68_105,P01,P01_68,00:36:41.30,00:36:41.30,00:36:43.00,132077,132180,flip meat,flip,22,meat,28,['meat'],[28]
P01_68_106,P01,P01_68,00:36:43.70,00:36:43.70,00:36:44.70,132220,132280,flip meat,flip,22,meat,28,['meat'],[28]
P01_68_107,P01,P01_68,00:36:45.40,00:36:45.40,00:36:46.80,132324,132406,flip meat,flip,22,meat,28,['meat'],[28]
P01_68_108,P01,P01_68,00:36:47.60,00:36:47.60,00:36:48.80,132458,132530,flip meat,flip,22,meat,28,['meat'],[28]
P01_68_111,P01,P01_68,00:37:17.80,00:37:17.80,00:37:19.40,134269,134362,add meat,add,46,meat,28,['meat'],[28]
P01_68_112,P01,P01_68,00:37:39.10,00:37:39.10,00:37:41.20,135548,135673,add meat,add,46,meat,28,['meat'],[28]
P01_68_116,P01,P01_68,00:38:02.30,00:38:02.30,00:38:06.90,136936,137213,stir meat,stir,10,meat,28,['meat'],[28]
P01_68_117,P01,P01_68,00:38:12.30,00:38:12.30,00:38:13.80,137537,137626,add meat,add,46,meat,28,['meat'],[28]
P01_68_118,P01,P01_68,00:38:17.70,00:38:17.70,00:38:18.60,137860,137918,flip meat,flip,22,meat,28,['meat'],[28]
P01_68_120,P01,P01_68,00:38:23.40,00:38:23.40,00:38:24.60,138205,138275,add meat,add,46,meat,28,['meat'],[28]
P01_68_121,P01,P01_68,00:39:26.80,00:39:26.80,00:39:27.90,142009,142071,flip meat,flip,22,meat,28,['meat'],[28]
P01_68_122,P01,P01_68,00:39:29.00,00:39:29.00,00:39:30.00,142137,142197,flip meat,flip,22,meat,28,['meat'],[28]
