narration_id,video_id,start_timestamp,stop_timestamp,narration,verb,verb_class,noun,noun_class
P01_37_39,P01_37,00:17:20.040,00:17:24.200,remove potato,remove,4,potato,29
P01_37_40,P01_37,00:17:25.680,00:17:27.920,remove potato,remove,4,potato,29
P01_37_41,P01_37,00:17:29.20,00:17:39.70,put spoon,put,6,spoon,23
P01_38_0,P01_38,00:00:13.40,00:00:22.40,stir pasta,stir,3,pasta,1
P01_38_1,P01_38,00:00:58.60,00:01:24.90,stir vegetable,stir,3,vegetable,19
P01_39_0,P01_39,00:02:58.960,00:03:10.400,clean counter,clean,15,counter,38
P01_39_1,P01_39,00:03:00.480,00:03:01.440,remove pan,remove,4,pan,10
P01_39_2,P01_39,00:03:04.040,00:03:06.160,put pan,put,6,pan,10
P01_39_3,P01_39,00:03:11.80,00:03:19.10,stir pasta,stir,3,pasta,1
P01_40_0,P01_40,00:00:05.40,00:00:07.80,move chicken,move,7,chicken,33
P01_40_1,P01_40,00:00:22.60,00:00:23.60,flip chicken,flip,12,chicken,33
P01_40_2,P01_40,00:00:25.30,00:00:26.20,flip chicken,flip,12,chicken,33
P01_40_3,P01_40,00:00:35.20,00:00:35.90,move chicken,move,7,chicken,33
P01_40_4,P01_40,00:00:36.20,00:00:37.00,move chicken,move,7,chicken,33
P01_40_5,P01_40,00:00:43.00,00:00:45.00,add chicken,add,2,chicken,33
P01_40_6,P01_40,00:03:43.30,00:03:46.10,flip chicken,flip,12,chicken,33
P01_40_7,P01_40,00:03:48.10,00:03:49.90,flip chicken,flip,12,chicken,33
P01_40_8,P01_40,00:03:50.70,00:03:52.00,flip chicken,flip,12,chicken,33
P01_40_9,P01_40,00:04:08.800,00:04:11.000,remove chicken,remove,4,chicken,33
P01_40_10,P01_40,00:04:20.10,00:04:22.00,add chicken,add,2,chicken,33
P01_40_11,P01_40,00:05:32.20,00:05:34.20,flip chicken,flip,12,chicken,33
P01_40_12,P01_40,00:05:34.80,00:05:36.20,flip chicken,flip,12,chicken,33
P01_40_13,P01_40,00:05:36.90,00:05:39.80,move chicken,move,7,chicken,33
P01_40_14,P01_40,00:07:12.50,00:07:15.80,flip chicken,flip,12,chicken,33
P01_40_15,P01_40,00:07:18.10,00:07:19.80,flip chicken,flip,12,chicken,33
P01_40_16,P01_40,00:07:20.50,00:07:22.40,flip chicken,flip,12,chicken,33
P01_40_17,P01_40,00:07:28.080,00:07:30.040,remove chicken,remove,4,chicken,33
P01_40_18,P01_40,00:07:35.40,00:07:37.30,add chicken,add,2,chicken,33
P01_40_19,P01_40,00:09:04.70,00:09:06.90,flip chicken,flip,12,chicken,33
P01_40_20,P01_40,00:09:08.90,00:09:10.20,flip chicken,flip,12,chicken,33
P01_40_21,P01_40,00:09:11.40,00:09:12.70,flip chicken,flip,12,chicken,33
P01_40_22,P01_40,00:10:28.080,00:10:30.040,remove chicken,remove,4,chicken,33
P01_40_23,P01_40,00:10:33.90,00:10:35.40,flip chicken,flip,12,chicken,33
P01_40_24,P01_40,00:10:35.90,00:10:36.90,flip chicken,flip,12,chicken,33
P01_40_25,P01_40,00:10:49.20,00:10:51.80,add chicken,add,2,chicken,33
P01_40_26,P01_40,00:11:05.60,00:11:16.00,move chicken,move,7,chicken,33
P01_40_27,P01_40,00:11:24.40,00:11:26.10,flip chicken,flip,12,chicken,33
P01_40_28,P01_40,00:11:26.80,00:11:27.90,flip chicken,flip,12,chicken,33
P01_40_29,P01_40,00:12:22.40,00:12:24.10,flip chicken,flip,12,chicken,33
P01_40_30,P01_40,00:12:24.80,00:12:26.00,flip chicken,flip,12,chicken,33
P01_40_31,P01_40,00:12:26.90,00:12:28.80,flip chicken,flip,12,chicken,33
P01_40_32,P01_40,00:13:45.680,00:13:47.600,remove chicken,remove,4,chicken,33
P01_40_33,P01_40,00:13:50.80,00:13:52.80,add chicken,add,2,chicken,33
P01_40_34,P01_40,00:14:11.40,00:14:13.00,flip chicken,flip,12,chicken,33
P01_40_35,P01_40,00:14:13.70,00:14:15.40,flip chicken,flip,12,chicken,33
P01_40_36,P01_40,00:17:11.30,00:17:12.70,flip chicken,flip,12,chicken,33
P01_40_37,P01_40,00:17:12.90,00:17:13.90,flip chicken,flip,12,chicken,33
P01_40_38,P01_40,00:17:14.20,00:17:16.50,flip chicken,flip,12,chicken,33
P01_40_39,P01_40,00:17:18.600,00:17:21.040,remove chicken,remove,4,chicken,33
P01_40_40,P01_40,00:17:24.30,00:17:25.50,flip chicken,flip,12,chicken,33
P01_40_41,P01_40,00:18:08.920,00:18:10.800,remove chicken,remove,4,chicken,33
P01_40_42,P01_40,00:18:12.60,00:18:13.90,flip chicken,flip,12,chicken,33
P01_40_43,P01_40,00:18:33.80,00:18:34.70,flip chicken,flip,12,chicken,33
P01_40_44,P01_40,00:18:43.480,00:18:45.520,remove chicken,remove,4,chicken,33
P01_41_0,P01_41,00:00:33.90,00:00:37.10,spread oil,spread,10,oil,9
P01_41_1,P01_41,00:00:40.90,00:00:45.20,add vegetable,add,2,vegetable,19
P01_41_2,P01_41,00:01:14.040,00:01:15.240,put pan,put,6,pan,10
P01_41_3,P01_41,00:02:11.70,00:02:13.50,pour oil,pour,5,oil,9
P01_41_4,P01_41,00:02:28.40,00:02:30.70,stir vegetable,stir,3,vegetable,19
P01_41_5,P01_41,00:02:32.30,00:02:50.90,stir vegetable,stir,3,vegetable,19
P01_41_6,P01_41,00:05:01.10,00:05:05.50,add salt,add,2,salt,13
P01_41_7,P01_41,00:06:00.20,00:06:05.90,spread oil,spread,10,oil,9
P01_41_8,P01_41,00:06:12.60,00:06:15.00,pour oil,pour,5,oil,9
P01_41_9,P01_41,00:07:28.90,00:07:34.00,add fish,add,2,fish,39
P01_41_10,P01_41,00:07:35.90,00:07:40.60,add fish,add,2,fish,39
P01_41_11,P01_41,00:08:05.90,00:08:11.10,add salt,add,2,salt,13
P01_41_12,P01_41,00:08:15.00,00:08:22.90,add spice,add,2,spice,4
P01_41_13,P01_41,00:08:27.80,00:08:31.90,stir vegetable,stir,3,vegetable,19
P01_41_14,P01_41,00:08:36.20,00:08:52.70,stir vegetable,stir,3,vegetable,19
P01_41_15,P01_41,00:11:43.60,00:11:52.80,flip fish,flip,12,fish,39
P01_41_16,P01_41,00:11:57.00,00:12:07.60,stir vegetable,stir,3,vegetable,19
P01_41_17,P01_41,00:14:56.30,00:15:06.90,flip fish,flip,12,fish,39
P01_41_18,P01_41,00:15:51.80,00:15:56.30,stir vegetable,stir,3,vegetable,19
P01_41_19,P01_41,00:15:59.20,00:16:00.20,stir vegetable,stir,3,vegetable,19
P01_41_20,P01_41,00:16:06.80,00:16:18.20,flip fish,flip,12,fish,39
P01_41_21,P01_41,00:16:18.90,00:16:27.10,stir vegetable,stir,3,vegetable,19
P01_41_22,P01_41,00:17:13.50,00:17:17.20,stir vegetable,stir,3,vegetable,19
P01_41_23,P01_41,00:17:24.90,00:17:32.30,flip fish,flip,12,fish,39
P01_41_24,P01_41,00:17:32.30,00:17:52.00,stir vegetable,stir,3,vegetable,19
P01_41_25,P01_41,00:18:14.70,00:18:25.70,stir vegetable,stir,3,vegetable,19
P01_41_26,P01_41,00:18:49.90,00:18:53.90,add spice,add,2,spice,4
P01_41_27,P01_41,00:19:04.20,00:19:06.00,stir vegetable,stir,3,vegetable,19
P01_41_28,P01_41,00:19:08.50,00:19:29.90,stir vegetable,stir,3,vegetable,19
P01_41_29,P01_41,00:20:17.60,00:20:33.70,stir vegetable,stir,3,vegetable,19
P01_42_0,P01_42,00:01:36.70,00:01:44.70,stir rice,stir,3,rice,5
P01_42_1,P01_42,00:15:14.70,00:15:27.60,stir rice,stir,3,rice,5
P01_42_2,P01_42,00:15:39.800,00:15:40.800,put pan,put,6,pan,10
P01_42_3,P01_42,00:15:51.680,00:15:56.360,clean pan,clean,15,pan,10
P01_42_4,P01_42,00:18:56.640,00:18:57.920,clean pan,clean,15,pan,10
P01_43_0,P01_43,00:00:04.90,00:00:22.10,stir food,stir,3,food,7
P01_43_1,P01_43,00:00:52.30,00:00:57.40,add salt,add,2,salt,13
P01_43_2,P01_43,00:01:06.30,00:01:11.50,add spice,add,2,spice,4
P01_43_3,P01_43,00:01:39.40,00:02:01.80,stir food,stir,3,food,7
P01_43_4,P01_43,00:02:49.200,00:02:50.960,put pot,put,6,pot,0
P01_43_5,P01_43,00:03:49.70,00:04:18.70,stir food,stir,3,food,7
P01_43_6,P01_43,00:06:24.00,00:06:50.50,stir food,stir,3,food,7
P01_43_7,P01_43,00:07:01.50,00:07:09.00,add pasta,add,2,pasta,1
P01_43_8,P01_43,00:07:29.60,00:07:34.10,stir pasta,stir,3,pasta,1
P01_43_9,P01_43,00:07:52.60,00:08:08.60,stir food,stir,3,food,7
P01_43_10,P01_43,00:08:33.70,00:08:57.30,stir food,stir,3,food,7
P01_43_11,P01_43,00:08:58.40,00:09:04.30,stir pasta,stir,3,pasta,1
P01_43_12,P01_43,00:11:43.50,00:11:59.00,stir food,stir,3,food,7
P01_43_13,P01_43,00:14:14.50,00:14:22.70,stir food,stir,3,food,7
P01_43_14,P01_43,00:14:28.50,00:14:34.30,stir food,stir,3,food,7
P01_43_15,P01_43,00:15:30.60,00:15:37.80,stir pasta,stir,3,pasta,1
P01_43_16,P01_43,00:15:44.30,00:15:57.80,stir food,stir,3,food,7
P01_43_17,P01_43,00:16:01.50,00:16:14.70,stir food,stir,3,food,7
P01_43_18,P01_43,00:16:25.400,00:16:27.320,put jar,put,6,jar,40
P01_43_19,P01_43,00:16:37.30,00:16:38.90,add spice,add,2,spice,4
P01_43_20,P01_43,00:16:44.440,00:16:45.240,remove jar,remove ,4,jar,40
P01_43_21,P01_43,00:16:58.10,00:17:41.40,stir food,stir,3,food,7
P01_43_22,P01_43,00:21:52.30,00:21:57.10,stir pasta,stir,3,pasta,1
P01_43_23,P01_43,00:22:03.60,00:22:14.60,stir food,stir,3,food,7
P01_43_24,P01_43,00:22:18.30,00:22:22.70,remove pot,remove,4,pot,0
P01_43_25,P01_43,00:23:10.000,00:23:17.680,strain pasta,strain,16,pasta,1
P01_43_26,P01_43,00:23:18.240,00:23:20.10,transfer pasta,transfer,7,pasta,1
P01_43_27,P01_43,00:23:21.80,00:23:32.90,stir food,stir,3,food,7
P01_44_0,P01_44,00:00:53.90,00:00:56.00,pour oil,pour,5,oil,9
P01_44_1,P01_44,00:02:52.40,00:03:27.40,add onion,add,2,onion,6
P01_44_2,P01_44,00:02:52.30,00:03:27.50,cut onion,cut,14,onion,6
P01_44_3,P01_44,00:03:48.80,00:03:49.70,uncover pot,uncover,0,pot,0
P01_44_4,P01_44,00:03:49.70,00:04:13.20,stir chicken,stir,3,chicken,33
P01_44_5,P01_44,00:04:13.50,00:04:15.20,cover pot,cover,1,pot,0
P01_44_6,P01_44,00:04:16.30,00:04:23.70,stir onion,stir,3,onion,6
P01_44_7,P01_44,00:04:31.70,00:04:39.40,add salt,add,2,salt,13
P01_44_8,P01_44,00:04:44.40,00:04:46.30,add spice,add,2,spice,4
P01_44_9,P01_44,00:04:57.30,00:05:14.20,stir onion,stir,3,onion,6
P01_44_10,P01_44,00:06:10.760,00:06:35.160,add sausage,add,2,sausage,32
P01_44_11,P01_44,00:06:10.760,00:06:35.160,cut sausage,cut,14,sausage,32
P01_44_12,P01_44,00:06:38.720,00:06:40.560,add bacon,add,2,bacon,41
P01_44_13,P01_44,00:07:21.40,00:07:28.10,stir bacon,stir,3,bacon,41
P01_44_14,P01_44,00:07:46.20,00:07:47.00,uncover pot,uncover,0,pot,0
P01_44_15,P01_44,00:07:51.90,00:08:08.40,stir bacon,stir,3,bacon,41
P01_44_16,P01_44,00:08:09.70,00:08:20.70,stir chicken,stir,3,chicken,33
P01_44_17,P01_44,00:08:36.90,00:08:37.90,cover pot,cover,1,pot,0
P01_44_18,P01_44,00:11:24.50,00:11:38.50,add sauce,add,2,sauce,16
P01_44_19,P01_44,00:11:46.40,00:11:47.80,add sauce,add,2,sauce,16
P01_44_20,P01_44,00:11:50.70,00:12:14.30,stir food,stir,3,food,7
P01_45_0,P01_45,00:00:52.30,00:00:57.10,add burguer,add,2,burguer,42
P01_45_1,P01_45,00:01:03.30,00:01:05.30,add burguer,add,2,burguer,42
P01_45_2,P01_45,00:01:11.20,00:01:13.90,add burguer,add,2,burguer,42
P01_45_3,P01_45,00:02:04.20,00:02:23.30,flip burguer,flip,12,burguer,42
P01_45_4,P01_45,00:02:53.30,00:02:58.60,move burguer,move,7,burguer,42
P01_45_5,P01_45,00:03:11.20,00:03:19.30,flip burguer,flip,12,burguer,42
P01_45_6,P01_45,00:03:19.30,00:03:23.10,move burguer,move,7,burguer,42
P01_45_7,P01_45,00:03:59.60,00:04:05.90,flip burguer,flip,12,burguer,42
P01_45_8,P01_45,00:04:38.30,00:04:42.00,flip burguer,flip,12,burguer,42
P01_45_9,P01_45,00:04:42.00,00:04:46.80,move burguer,move,7,burguer,42
P01_45_10,P01_45,00:04:45.40,00:04:52.40,flip burguer,flip,12,burguer,42
P01_45_11,P01_45,00:05:16.00,00:05:19.60,flip burguer,flip,12,burguer,42
P01_45_12,P01_45,00:05:23.20,00:05:26.60,flip burguer,flip,12,burguer,42
P01_45_13,P01_45,00:05:36.80,00:05:37.90,add burguer,add,2,burguer,42
P01_45_14,P01_45,00:05:39.480,00:05:40.680,remove burguer,remove,4,burguer,42
P01_45_15,P01_45,00:05:41.720,00:05:42.920,remove burguer,remove,4,burguer,42
P01_45_16,P01_45,00:05:44.120,00:05:45.040,remove burguer,remove,4,burguer,42
P01_45_17,P01_45,00:05:45.90,00:05:49.40,move burguer,move,7,burguer,42
P01_45_18,P01_45,00:06:00.70,00:06:02.80,add burguer,add,2,burguer,42
P01_45_19,P01_45,00:06:10.40,00:06:12.10,add burguer,add,2,burguer,42
P01_45_20,P01_45,00:06:12.10,00:06:16.10,move burguer,move,7,burguer,42
P01_45_21,P01_45,00:06:44.20,00:06:47.80,move burguer,move,7,burguer,42
P01_45_22,P01_45,00:07:15.20,00:07:22.00,flip burguer,flip,12,burguer,42
P01_45_23,P01_45,00:07:22.00,00:07:25.40,move burguer,move,7,burguer,42
P01_45_24,P01_45,00:07:41.30,00:07:45.40,flip burguer,flip,12,burguer,42
P01_45_25,P01_45,00:07:57.10,00:07:58.80,move burguer,move,7,burguer,42
P01_45_26,P01_45,00:08:14.20,00:08:22.20,flip burguer,flip,12,burguer,42
P01_45_27,P01_45,00:08:22.80,00:08:25.30,move burguer,move,7,burguer,42
P01_45_28,P01_45,00:09:16.00,00:09:20.50,flip burguer,flip,12,burguer,42
P01_45_29,P01_45,00:09:24.90,00:09:26.30,add cheese,add,2,cheese,20
P01_45_30,P01_45,00:09:26.90,00:09:28.00,add cheese,add,2,cheese,20
P01_45_31,P01_45,00:09:30.80,00:09:32.90,add cheese,add,2,cheese,20
P01_45_32,P01_45,00:09:47.00,00:09:49.10,add burguer,add,2,burguer,42
P01_45_33,P01_45,00:09:53.00,00:09:55.40,add cheese,add,2,cheese,20
P01_46_0,P01_46,00:00:09.10,00:00:11.20,pour oil,pour,5,oil,9
P01_46_1,P01_46,00:00:30.70,00:00:55.60,add garlic,add,2,garlic,14
P01_46_2,P01_46,00:00:30.70,00:00:55.60,cut garlic,cut,14,garlic,14
P01_46_3,P01_46,00:01:29.80,00:01:35.00,stir garlic,stir,3,garlic,14
P01_46_4,P01_46,00:01:41.60,00:01:42.80,stir garlic,stir,3,garlic,14
P01_46_5,P01_46,00:01:46.00,00:01:59.40,stir garlic,stir,3,garlic,14
P01_46_6,P01_46,00:02:03.30,00:02:40.80,stir garlic,stir,3,garlic,14
P01_46_7,P01_46,00:02:44.90,00:02:46.90,stir garlic,stir,3,garlic,14
P01_46_8,P01_46,00:02:48.30,00:02:49.30,add pepper,add,2,pepper,43
P01_46_9,P01_46,00:02:49.40,00:02:51.60,stir pepper,stir,3,pepper,43
P01_46_10,P01_46,00:02:54.40,00:02:55.70,add pepper,add,2,pepper,43
P01_46_11,P01_46,00:02:55.70,00:03:01.10,stir pepper,stir,3,pepper,43
P01_46_12,P01_46,00:03:08.20,00:03:14.00,stir pepper,stir,3,pepper,43
P01_46_13,P01_46,00:03:06.20,00:03:07.80,add onion,add,2,onion,6
P01_46_14,P01_46,00:03:17.50,00:03:18.90,add pepper,add,2,pepper,43
P01_46_15,P01_46,00:03:26.40,00:03:27.40,add onion,add,2,onion,6
P01_46_16,P01_46,00:04:13.80,00:04:21.20,stir vegetable,stir,3,vegetable,19
P01_46_17,P01_46,00:04:23.40,00:04:57.90,stir vegetable,stir,3,vegetable,19
P01_46_18,P01_46,00:05:00.40,00:05:13.40,stir vegetable,stir,3,vegetable,19
P01_46_19,P01_46,00:05:21.50,00:05:24.10,add salt,add,2,salt,13
P01_46_20,P01_46,00:05:27.00,00:05:30.80,add spice,add,2,spice,4
P01_46_21,P01_46,00:05:38.70,00:05:40.50,add spice,add,2,spice,4
P01_46_22,P01_46,00:05:44.60,00:05:46.70,add salt,add,2,salt,13
P01_46_23,P01_46,00:05:54.50,00:05:58.90,stir vegetable,stir,3,vegetable,19
P01_46_24,P01_46,00:06:21.60,00:06:46.70,stir vegetable,stir,3,vegetable,19
P01_46_25,P01_46,00:06:49.50,00:06:56.10,stir vegetable,stir,3,vegetable,19
P01_46_26,P01_46,00:07:45.70,00:07:57.10,stir vegetable,stir,3,vegetable,19
P01_46_27,P01_46,00:12:09.60,00:12:10.50,uncover pot,uncover,0,pot,0
P01_46_28,P01_46,00:12:10.50,00:12:13.60,stir bean:green,stir,3,bean:green,44
P01_46_29,P01_46,00:12:13.60,00:12:14.60,cover pot,cover,1,pot,0
P01_46_30,P01_46,00:12:15.30,00:12:42.20,stir food,stir,3,food,7
P01_46_31,P01_46,00:13:15.50,00:13:16.50,cover pan,cover,1,pan,10
P01_46_32,P01_46,00:26:47.30,00:26:48.20,uncover pan,uncover,0,pan,10
P01_46_33,P01_46,00:26:48.00,00:26:55.90,stir vegetable,stir,3,vegetable,19
P01_46_34,P01_46,00:26:58.60,00:27:00.30,pour water,pour,5,water,3
P01_46_35,P01_46,00:27:03.60,00:27:08.70,stir vegetable,stir,3,food,7
P01_46_36,P01_46,00:27:10.00,00:27:45.80,stir vegetable,stir,3,food,7
P01_46_37,P01_46,00:27:49.60,00:28:01.90,stir vegetable,stir,3,food,7
P01_46_38,P01_46,00:28:04.70,00:28:05.70,stir vegetable,stir,3,food,7
P01_46_39,P01_46,00:28:07.90,00:28:17.20,stir vegetable,stir,3,food,7
P01_46_40,P01_46,00:28:20.10,00:28:23.70,stir vegetable,stir,3,food,7
P01_46_41,P01_46,00:28:27.60,00:28:30.40,stir vegetable,stir,3,food,7
P01_46_42,P01_46,00:28:31.30,00:28:41.10,stir vegetable,stir,3,food,7
P01_46_43,P01_46,00:28:49.00,00:28:51.30,stir vegetable,stir,3,food,7
P01_46_44,P01_46,00:29:36.50,00:29:39.80,add salt,add,2,salt,13
P01_46_45,P01_46,00:29:42.80,00:29:55.60,stir vegetable,stir,3,food,7
P01_46_46,P01_46,00:29:59.30,00:30:03.50,stir vegetable,stir,3,food,7
P01_46_47,P01_46,00:31:38.10,00:31:39.10,add spice,add,2,spice,4
P01_46_48,P01_46,00:31:40.20,00:31:41.20,add spice,add,2,spice,4
P01_46_49,P01_46,00:31:42.60,00:31:45.00,add spice,add,2,spice,4
P01_46_50,P01_46,00:32:03.50,00:32:11.50,stir vegetable,stir,3,food,7
P01_46_51,P01_46,00:32:27.90,00:32:31.20,pour water,pour,5,water,3
P01_46_52,P01_46,00:32:36.00,00:32:38.70,add salt,add,2,salt,13
P01_46_53,P01_46,00:32:39.00,00:32:50.20,stir vegetable,stir,3,food,7
P01_46_54,P01_46,00:33:14.90,00:33:15.70,add fish,add,2,fish,39
P01_46_55,P01_46,00:33:24.30,00:33:25.30,add fish,add,2,fish,39
P01_46_56,P01_46,00:33:33.00,00:33:34.00,add fish,add,2,fish,39
P01_46_57,P01_46,00:33:40.00,00:33:41.00,add fish,add,2,fish,39
P01_46_58,P01_46,00:33:46.00,00:33:47.00,add fish,add,2,fish,39
P01_46_59,P01_46,00:33:52.60,00:33:53.60,add fish,add,2,fish,39
P01_46_60,P01_46,00:33:58.40,00:33:59.40,add fish,add,2,fish,39
P01_46_61,P01_46,00:34:05.50,00:34:06.50,add fish,add,2,fish,39
P01_46_62,P01_46,00:34:15.80,00:34:16.80,add fish,add,2,fish,39
P01_46_63,P01_46,00:34:25.50,00:34:26.50,add fish,add,2,fish,39
P01_46_64,P01_46,00:34:33.00,00:34:34.00,add fish,add,2,fish,39
P01_46_65,P01_46,00:35:05.10,00:35:13.10,add spice,add,2,spice,4
P01_46_66,P01_46,00:35:22.80,00:36:18.80,stir fish,stir,3,fish,39
P01_46_67,P01_46,00:36:27.70,00:36:29.20,cover pot,cover,1,pot,0
P01_46_68,P01_46,00:38:10.60,00:38:11.60,uncover pot,uncover,0,pot,0
P01_46_69,P01_46,00:39:03.90,00:39:06.40,stir fish,stir,3,fish,39
P01_46_70,P01_46,00:39:07.20,00:39:08.50,cover pot,cover,1,pot,0
P01_46_71,P01_46,00:39:53.00,00:39:54.90,move pot,move,7,pot,0
P01_46_72,P01_46,00:40:56.760,00:41:03.040,clean counter,clean,15,counter,38
P01_46_73,P01_46,00:41:14.20,00:41:15.20,uncover pot,uncover,0,pot,0
P01_46_74,P01_46,00:41:18.40,00:41:20.40,stir fish,stir,3,fish,39
P01_46_75,P01_46,00:41:27.40,00:42:28.90,stir fish,stir,3,fish,39
P01_46_76,P01_46,00:42:31.60,00:42:38.60,stir fish,stir,3,fish,39
P01_46_77,P01_46,00:42:46.10,00:42:47.10,stir fish,stir,3,fish,39
P01_46_78,P01_46,00:42:48.90,00:42:50.10,cover pot,cover,1,pot,0
P01_47_0,P01_47,00:01:53.00,00:01:55.30,add fish,add,2,fish,39
P01_47_1,P01_47,00:01:58.00,00:02:00.40,add fish,add,2,fish,39
P01_47_2,P01_47,00:02:04.10,00:02:06.60,add fish,add,2,fish,39
P01_47_3,P01_47,00:03:41.00,00:03:45.60,flip fish,flip,12,fish,39
P01_47_4,P01_47,00:03:48.90,00:03:58.40,flip fish,flip,12,fish,39
P01_47_5,P01_47,00:05:51.30,00:06:06.70,flip fish,flip,12,fish,39
P01_47_6,P01_47,00:06:17.60,00:06:22.40,add fish,add,2,fish,39
P01_47_7,P01_47,00:10:32.90,00:10:40.20,flip fish,flip,12,fish,39
P01_47_8,P01_47,00:10:46.10,00:11:02.10,flip fish,flip,12,fish,39
P01_47_9,P01_47,00:13:54.90,00:14:17.20,flip fish,flip,12,fish,39
P01_47_10,P01_47,00:14:26.000,00:14:28.080,remove fish,remove,4,fish,39
P01_47_11,P01_47,00:14:31.640,00:14:33.240,remove fish,remove,4,fish,39
P01_47_12,P01_47,00:14:35.760,00:14:36.200,move fish,move,7,fish,39
P01_47_13,P01_47,00:14:44.600,00:14:47.760,remove fish,remove,4,fish,39
P01_47_14,P01_47,00:15:01.60,00:15:04.70,flip fish,flip,12,fish,39
P01_47_15,P01_47,00:16:41.760,00:16:42.800,flip fish,flip,12,fish,39
P01_47_16,P01_47,00:16:43.240,00:16:44.680,remove fish,remove,4,fish,39
P01_48_0,P01_48,00:00:17.20,00:00:25.50,pour oil,pour,5,oil,9
P01_48_1,P01_48,00:01:28.70,00:01:33.10,add potato,add,2,potato,29
P01_48_2,P01_48,00:01:34.80,00:01:42.70,stir potato,stir,3,potato,29
P01_48_3,P01_48,00:01:44.40,00:01:51.30,stir potato,stir,3,potato,29
P01_48_4,P01_48,00:03:43.90,00:03:53.60,add salt,add,2,salt,13
P01_48_5,P01_48,00:03:59.90,00:04:12.00,stir potato,stir,3,potato,29
P01_48_6,P01_48,00:04:16.800,00:04:17.840,put pot,put,6,pot,0
P01_48_7,P01_48,00:06:16.30,00:06:24.80,stir potato,stir,3,potato,29
P01_48_8,P01_48,00:11:41.20,00:11:44.30,stir potato,stir,3,potato,29
P01_48_9,P01_48,00:11:50.10,00:11:56.50,stir potato,stir,3,potato,29
P01_48_10,P01_48,00:11:56.90,00:11:58.70,uncover pot,uncover,0,pot,0
P01_48_11,P01_48,00:11:59.320,00:12:05.920,stir bean:green,stir,3,bean:green,44
P01_48_12,P01_48,00:12:07.60,00:12:08.60,cover pot,cover,1,pot,0
P01_48_13,P01_48,00:12:19.10,00:12:22.10,stir potato,stir,3,potato,29
P01_48_14,P01_48,00:12:38.40,00:12:45.90,stir potato,stir,3,potato,29
P01_48_15,P01_48,00:12:48.50,00:12:52.80,stir potato,stir,3,potato,29
P01_48_16,P01_48,00:12:54.70,00:12:58.10,stir potato,stir,3,potato,29
P01_48_17,P01_48,00:13:41.30,00:14:16.30,stir potato,stir,3,potato,29
P01_49_0,P01_49,00:01:10.00,00:01:15.90,add onion,add,2,onion,6
P01_49_1,P01_49,00:01:46.50,00:01:53.30,stir onion,stir,3,onion,6
P01_49_2,P01_49,00:02:11.50,00:02:16.30,stir onion,stir,3,onion,6
P01_49_3,P01_49,00:02:16.30,00:02:17.50,put spoon,put,6,spoon,23
P01_49_4,P01_49,00:02:22.00,00:02:25.90,add salt,add,2,salt,13
P01_49_5,P01_49,00:02:37.20,00:02:43.50,pour oil,pour,5,oil,9
P01_49_6,P01_49,00:02:59.60,00:03:02.40,add spice,add,2,spice,4
P01_49_7,P01_49,00:03:46.50,00:03:52.60,stir onion,stir,3,onion,6
P01_49_8,P01_49,00:04:21.520,00:04:23.200,add bacon,add,2,bacon,41
P01_49_9,P01_49,00:04:48.440,00:04:49.760,add bacon,add,2,bacon,41
P01_49_10,P01_49,00:04:57.60,00:05:29.10,stir bacon,stir,3,bacon,41
P01_49_11,P01_49,00:05:43.00,00:05:45.40,add spice,add,2,spice,4
P01_49_12,P01_49,00:05:46.60,00:05:54.00,stir bacon,stir,3,bacon,41
P01_49_13,P01_49,00:05:58.90,00:06:00.60,uncover pot,uncover,0,pot,0
P01_49_14,P01_49,00:06:03.70,00:06:17.30,transfer bean:green,transfer,7,bean:green,44
P01_49_15,P01_49,00:06:25.10,00:07:00.10,stir bean:green,stir,3,bean:green,44
P01_49_16,P01_49,00:07:02.80,00:07:03.90,cover pot,cover,1,pot,0
P01_49_17,P01_49,00:08:36.10,00:08:45.80,stir bean:green,stir,3,bean:green,44
P01_50_0,P01_50,00:01:15.50,00:01:22.00,add chicken,add,2,chicken,33
P01_50_1,P01_50,00:01:22.00,00:01:23.10,stir chicken,stir,3,chicken,33
P01_50_2,P01_50,00:01:41.40,00:01:50.90,stir chicken,stir,3,chicken,33
P01_50_3,P01_50,00:02:04.50,00:02:28.00,stir chicken,stir,3,chicken,33
P01_50_4,P01_50,00:02:51.10,00:03:14.20,stir chicken,stir,3,chicken,33
P01_50_5,P01_50,00:03:42.70,00:03:53.70,stir chicken,stir,3,chicken,33
P01_50_6,P01_50,00:03:59.40,00:04:07.70,stir chicken,stir,3,chicken,33
P01_50_7,P01_50,00:04:12.60,00:04:19.50,stir chicken,stir,3,chicken,33
P01_50_8,P01_50,00:04:39.60,00:04:57.50,stir chicken,stir,3,chicken,33
P01_50_9,P01_50,00:05:06.800,00:05:07.880,add spice,add,2,spice,4
P01_50_10,P01_50,00:05:10.00,00:05:20.90,stir chicken,stir,3,chicken,33
P01_50_11,P01_50,00:05:22.40,00:05:56.60,stir chicken,stir,3,chicken,33
P01_50_12,P01_50,00:06:02.30,00:06:04.30,add salt,add,2,salt,13
P01_50_13,P01_50,00:06:07.70,00:06:20.30,stir chicken,stir,3,chicken,33
P01_50_14,P01_50,00:06:22.80,00:06:24.90,stir chicken,stir,3,chicken,33
P01_50_15,P01_50,00:06:26.30,00:06:33.80,stir chicken,stir,3,chicken,33
