narration_id,participant_id,video_id,start_timestamp,stop_timestamp,narration,verb,verb_class,noun,noun_class,all_nouns,all_noun_classes
P01_37_4,P01,P01_37,00:02:24.30,00:02:26.80,add spoon,add,46,spoon,1,['spoon'],[1]
P01_37_5,P01,P01_37,00:03:07.50,00:03:17.90,add potato,add,46,potato,30,['potato'],[30]
P01_37_6,P01,P01_37,00:03:25.80,00:03:45.70,stir potato,stir,10,potato,30,['potato'],[30]
P01_37_7,P01,P01_37,00:04:16.60,00:04:33.70,stir potato,stir,10,potato,30,['potato'],[30]
P01_37_8,P01,P01_37,00:04:33.70,00:04:37.00,add spoon,add,46,spoon,1,['spoon'],[1]
P01_37_10,P01,P01_37,00:08:09.80,00:08:20.00,stir potato,stir,10,potato,30,['potato'],[30]
P01_37_12,P01,P01_37,00:08:28.00,00:09:39.50,stir potato,stir,10,potato,30,['potato'],[30]
P01_37_14,P01,P01_37,00:09:42.00,00:09:49.80,stir potato,stir,10,potato,30,['potato'],[30]
P01_37_15,P01,P01_37,00:10:35.20,00:10:44.50,stir potato,stir,10,potato,30,['potato'],[30]
P01_37_16,P01,P01_37,00:10:46.80,00:11:08.60,stir potato,stir,10,potato,30,['potato'],[30]
P01_37_17,P01,P01_37,00:11:20.70,00:11:44.50,stir potato,stir,10,potato,30,['potato'],[30]
P01_37_18,P01,P01_37,00:12:28.90,00:13:25.50,stir potato,stir,10,potato,30,['potato'],[30]
P01_37_19,P01,P01_37,00:13:36.00,00:13:57.10,stir potato,stir,10,potato,30,['potato'],[30]
P01_37_21,P01,P01_37,00:14:03.20,00:14:06.90,stir potato,stir,10,potato,30,['potato'],[30]
P01_37_22,P01,P01_37,00:14:24.60,00:14:42.50,stir potato,stir,10,potato,30,['potato'],[30]
P01_37_23,P01,P01_37,00:14:54.50,00:15:11.20,stir potato,stir,10,potato,30,['potato'],[30]
P01_37_25,P01,P01_37,00:15:13.20,00:15:23.20,stir potato,stir,10,potato,30,['potato'],[30]
P01_37_27,P01,P01_37,00:15:25.90,00:15:39.50,stir potato,stir,10,potato,30,['potato'],[30]
P01_37_29,P01,P01_37,00:15:41.80,00:15:44.20,stir potato,stir,10,potato,30,['potato'],[30]
P01_37_31,P01,P01_37,00:15:46.30,00:16:11.60,stir potato,stir,10,potato,30,['potato'],[30]
P01_37_34,P01,P01_37,00:17:29.20,00:17:39.70,add spoon,add,46,spoon,1,['spoon'],[1]
P01_38_2,P01,P01_38,00:00:13.40,00:00:22.40,stir pasta,stir,10,pasta,45,['pasta'],[45]
P01_38_3,P01,P01_38,00:00:58.60,00:01:24.90,stir food,stir,10,food,34,['food'],[34]
P01_39_0,P01,P01_39,00:03:11.80,00:03:19.10,stir pasta,stir,10,pasta,45,['pasta'],[45]
P01_40_0,P01,P01_40,00:00:05.40,00:00:07.80,stir meat,stir,10,meat,28,['meat'],[28]
P01_40_1,P01,P01_40,00:00:22.60,00:00:23.60,flip meat,flip,22,meat,28,['meat'],[28]
P01_40_2,P01,P01_40,00:00:25.30,00:00:26.20,flip meat,flip,22,meat,28,['meat'],[28]
P01_40_3,P01,P01_40,00:00:35.20,00:00:35.90,stir meat,stir,10,meat,28,['meat'],[28]
P01_40_4,P01,P01_40,00:00:36.20,00:00:37.00,stir meat,stir,10,meat,28,['meat'],[28]
P01_40_5,P01,P01_40,00:00:43.00,00:00:45.00,add meat,add,46,meat,28,['meat'],[28]
P01_40_6,P01,P01_40,00:03:43.30,00:03:46.10,flip meat,flip,22,meat,28,['meat'],[28]
P01_40_7,P01,P01_40,00:03:48.10,00:03:49.90,flip meat,flip,22,meat,28,['meat'],[28]
P01_40_8,P01,P01_40,00:03:50.70,00:03:52.00,flip meat,flip,22,meat,28,['meat'],[28]
P01_40_10,P01,P01_40,00:04:20.10,00:04:22.00,add meat,add,46,meat,28,['meat'],[28]
P01_40_11,P01,P01_40,00:05:32.20,00:05:34.20,flip meat,flip,22,meat,28,['meat'],[28]
P01_40_12,P01,P01_40,00:05:34.80,00:05:36.20,flip meat,flip,22,meat,28,['meat'],[28]
P01_40_13,P01,P01_40,00:05:36.90,00:05:39.80,stir meat,stir,10,meat,28,['meat'],[28]
P01_40_14,P01,P01_40,00:07:12.50,00:07:15.80,flip meat,flip,22,meat,28,['meat'],[28]
P01_40_15,P01,P01_40,00:07:18.10,00:07:19.80,flip meat,flip,22,meat,28,['meat'],[28]
P01_40_16,P01,P01_40,00:07:20.50,00:07:22.40,flip meat,flip,22,meat,28,['meat'],[28]
P01_40_18,P01,P01_40,00:07:35.40,00:07:37.30,add meat,add,46,meat,28,['meat'],[28]
P01_40_19,P01,P01_40,00:09:04.70,00:09:06.90,flip meat,flip,22,meat,28,['meat'],[28]
P01_40_20,P01,P01_40,00:09:08.90,00:09:10.20,flip meat,flip,22,meat,28,['meat'],[28]
P01_40_21,P01,P01_40,00:09:11.40,00:09:12.70,flip meat,flip,22,meat,28,['meat'],[28]
P01_40_23,P01,P01_40,00:10:33.90,00:10:35.40,flip meat,flip,22,meat,28,['meat'],[28]
P01_40_24,P01,P01_40,00:10:35.90,00:10:36.90,flip meat,flip,22,meat,28,['meat'],[28]
P01_40_26,P01,P01_40,00:10:49.20,00:10:51.80,add meat,add,46,meat,28,['meat'],[28]
P01_40_27,P01,P01_40,00:11:05.60,00:11:16.00,stir meat,stir,10,meat,28,['meat'],[28]
P01_40_28,P01,P01_40,00:11:24.40,00:11:26.10,flip meat,flip,22,meat,28,['meat'],[28]
P01_40_29,P01,P01_40,00:11:26.80,00:11:27.90,flip meat,flip,22,meat,28,['meat'],[28]
P01_40_30,P01,P01_40,00:12:22.40,00:12:24.10,flip meat,flip,22,meat,28,['meat'],[28]
P01_40_31,P01,P01_40,00:12:24.80,00:12:26.00,flip meat,flip,22,meat,28,['meat'],[28]
P01_40_32,P01,P01_40,00:12:26.90,00:12:28.80,flip meat,flip,22,meat,28,['meat'],[28]
P01_40_34,P01,P01_40,00:13:50.80,00:13:52.80,add meat,add,46,meat,28,['meat'],[28]
P01_40_35,P01,P01_40,00:14:11.40,00:14:13.00,flip meat,flip,22,meat,28,['meat'],[28]
P01_40_36,P01,P01_40,00:14:13.70,00:14:15.40,flip meat,flip,22,meat,28,['meat'],[28]
P01_40_37,P01,P01_40,00:17:11.30,00:17:12.70,flip meat,flip,22,meat,28,['meat'],[28]
P01_40_38,P01,P01_40,00:17:12.90,00:17:13.90,flip meat,flip,22,meat,28,['meat'],[28]
P01_40_39,P01,P01_40,00:17:14.20,00:17:16.50,flip meat,flip,22,meat,28,['meat'],[28]
P01_40_41,P01,P01_40,00:17:24.30,00:17:25.50,stir meat,stir,10,meat,28,['meat'],[28]
P01_40_43,P01,P01_40,00:18:12.60,00:18:13.90,flip meat,flip,22,meat,28,['meat'],[28]
P01_40_44,P01,P01_40,00:18:33.80,00:18:34.70,flip meat,flip,22,meat,28,['meat'],[28]
P01_41_1,P01,P01_41,00:00:33.90,00:00:37.10,spread oil,spread,27,oil,31,['oil'],[31]
P01_41_2,P01,P01_41,00:00:40.90,00:00:45.20,add vegetable,add,46,vegetable,94,['vegetable'],[94]
P01_41_4,P01,P01_41,00:02:11.70,00:02:13.50,add oil,add,46,oil,31,['oil'],[31]
P01_41_5,P01,P01_41,00:02:28.40,00:02:30.70,stir vegetable,stir,10,vegetable,94,['vegetable'],[94]
P01_41_7,P01,P01_41,00:02:32.30,00:02:50.90,stir vegetable,stir,10,vegetable,94,['vegetable'],[94]
P01_41_8,P01,P01_41,00:05:01.10,00:05:05.50,add salt,add,46,salt,38,['salt'],[38]
P01_41_10,P01,P01_41,00:06:00.20,00:06:05.90,spread oil,spread,27,oil,31,['oil'],[31]
P01_41_11,P01,P01_41,00:06:12.60,00:06:15.00,add oil,add,46,oil,31,['oil'],[31]
P01_41_13,P01,P01_41,00:07:28.90,00:07:34.00,add fish,add,46,fish,119,['fish'],[119]
P01_41_14,P01,P01_41,00:07:35.90,00:07:40.60,add fish,add,46,fish,119,['fish'],[119]
P01_41_15,P01,P01_41,00:08:05.90,00:08:11.10,add salt,add,46,salt,38,['salt'],[38]
P01_41_16,P01,P01_41,00:08:15.00,00:08:22.90,add spice,add,46,spice,85,['spice'],[85]
P01_41_17,P01,P01_41,00:08:27.80,00:08:31.90,stir vegetable,stir,10,vegetable,94,['vegetable'],[94]
P01_41_19,P01,P01_41,00:08:36.20,00:08:52.70,stir vegetable,stir,10,vegetable,94,['vegetable'],[94]
P01_41_22,P01,P01_41,00:11:43.60,00:11:52.80,flip fish,flip,22,fish,119,['fish'],[119]
P01_41_23,P01,P01_41,00:11:57.00,00:12:07.60,stir vegetable,stir,10,vegetable,94,['vegetable'],[94]
P01_41_24,P01,P01_41,00:14:56.30,00:15:06.90,flip fish,flip,22,fish,119,['fish'],[119]
P01_41_25,P01,P01_41,00:15:51.80,00:15:56.30,stir vegetable,stir,10,vegetable,94,['vegetable'],[94]
P01_41_27,P01,P01_41,00:15:59.20,00:16:00.20,stir vegetable,stir,10,vegetable,94,['vegetable'],[94]
P01_41_28,P01,P01_41,00:16:06.80,00:16:18.20,flip fish,flip,22,fish,119,['fish'],[119]
P01_41_29,P01,P01_41,00:16:18.90,00:16:27.10,stir vegetable,stir,10,vegetable,94,['vegetable'],[94]
P01_41_31,P01,P01_41,00:17:13.50,00:17:17.20,stir vegetable,stir,10,vegetable,94,['vegetable'],[94]
P01_41_34,P01,P01_41,00:17:24.90,00:17:32.30,flip fish,flip,22,fish,119,['fish'],[119]
P01_41_35,P01,P01_41,00:17:32.30,00:17:52.00,stir vegetable,stir,10,vegetable,94,['vegetable'],[94]
P01_41_38,P01,P01_41,00:18:14.70,00:18:25.70,stir vegetable,stir,10,vegetable,94,['vegetable'],[94]
P01_41_39,P01,P01_41,00:18:49.90,00:18:53.90,add spice,add,46,spice,85,['spice'],[85]
P01_41_40,P01,P01_41,00:19:04.20,00:19:06.00,stir vegetable,stir,10,vegetable,94,['vegetable'],[94]
P01_41_42,P01,P01_41,00:19:08.50,00:19:29.90,stir vegetable,stir,10,vegetable,94,['vegetable'],[94]
P01_41_43,P01,P01_41,00:20:17.60,00:20:33.70,stir vegetable,stir,10,vegetable,94,['vegetable'],[94]
P01_42_0,P01,P01_42,00:01:36.70,00:01:44.70,stir rice,stir,10,rice,152,['rice'],[152]
P01_42_2,P01,P01_42,00:15:14.70,00:15:27.60,stir rice,stir,10,rice,152,['rice'],[152]
P01_43_0,P01,P01_43,00:00:04.90,00:00:22.10,stir food,stir,10,food,34,['food'],[34]
P01_43_2,P01,P01_43,00:00:52.30,00:00:57.40,add salt,add,46,salt,38,['salt'],[38]
P01_43_3,P01,P01_43,00:01:06.30,00:01:11.50,add spice,add,46,spice,85,['spice'],[85]
P01_43_5,P01,P01_43,00:01:39.40,00:02:01.80,stir food,stir,10,food,34,['food'],[34]
P01_43_9,P01,P01_43,00:03:49.70,00:04:18.70,stir food,stir,10,food,34,['food'],[34]
P01_43_11,P01,P01_43,00:06:24.00,00:06:50.50,stir food,stir,10,food,34,['food'],[34]
P01_43_13,P01,P01_43,00:07:01.50,00:07:09.00,add pasta,add,46,pasta,45,['pasta'],[45]
P01_43_14,P01,P01_43,00:07:29.60,00:07:34.10,stir pasta,stir,10,pasta,45,['pasta'],[45]
P01_43_16,P01,P01_43,00:07:52.60,00:08:08.60,stir food,stir,10,food,34,['food'],[34]
P01_43_18,P01,P01_43,00:08:33.70,00:08:57.30,stir food,stir,10,food,34,['food'],[34]
P01_43_19,P01,P01_43,00:08:58.40,00:09:04.30,stir pasta,stir,10,pasta,45,['pasta'],[45]
P01_43_21,P01,P01_43,00:11:43.50,00:11:59.00,stir food,stir,10,food,34,['food'],[34]
P01_43_22,P01,P01_43,00:14:14.50,00:14:22.70,stir food,stir,10,food,34,['food'],[34]
P01_43_23,P01,P01_43,00:14:28.50,00:14:34.30,stir food,stir,10,food,34,['food'],[34]
P01_43_24,P01,P01_43,00:15:30.60,00:15:37.80,stir pasta,stir,10,pasta,45,['pasta'],[45]
P01_43_25,P01,P01_43,00:15:44.30,00:15:57.80,stir food,stir,10,food,34,['food'],[34]
P01_43_26,P01,P01_43,00:16:01.50,00:16:14.70,stir food,stir,10,food,34,['food'],[34]
P01_43_27,P01,P01_43,00:16:37.30,00:16:38.90,add spice,add,46,spice,85,['spice'],[85]
P01_43_28,P01,P01_43,00:16:58.10,00:17:41.40,stir food,stir,10,food,34,['food'],[34]
P01_43_30,P01,P01_43,00:21:52.30,00:21:57.10,stir pasta,stir,10,pasta,45,['pasta'],[45]
P01_43_31,P01,P01_43,00:22:03.60,00:22:14.60,stir food,stir,10,food,34,['food'],[34]
P01_43_33,P01,P01_43,00:22:18.30,00:22:22.70,remove pot,remove,12,pot,29,['pot'],[29]
P01_43_35,P01,P01_43,00:23:16.70,00:23:20.10,transfer pasta,transfer,11,pasta,45,['pasta'],[45]
P01_43_36,P01,P01_43,00:23:21.80,00:23:32.90,stir food,stir,10,food,34,['food'],[34]
P01_44_2,P01,P01_44,00:00:53.90,00:00:56.00,add oil,add,46,oil,31,['oil'],[31]
P01_44_3,P01,P01_44,00:02:52.40,00:03:27.40,add onion,add,46,onion,16,['onion'],[16]
P01_44_4,P01,P01_44,00:02:52.30,00:03:27.50,cut onion,cut,7,onion,16,['onion'],[16]
P01_44_6,P01,P01_44,00:03:48.80,00:03:49.70,uncover pot,uncover,83,pot,29,['pot'],[29]
P01_44_7,P01,P01_44,00:03:49.70,00:04:13.20,stir food,stir,10,food,34,['food'],[34]
P01_44_8,P01,P01_44,00:04:13.50,00:04:15.20,cover pot,cover,36,pot,29,['pot'],[29]
P01_44_9,P01,P01_44,00:04:16.30,00:04:23.70,stir onion,stir,10,onion,16,['onion'],[16]
P01_44_10,P01,P01_44,00:04:31.70,00:04:39.40,add salt,add,46,salt,38,['salt'],[38]
P01_44_11,P01,P01_44,00:04:44.40,00:04:46.30,add spice,add,46,spice,85,['spice'],[85]
P01_44_13,P01,P01_44,00:04:57.30,00:05:14.20,stir onion,stir,10,onion,16,['onion'],[16]
P01_44_20,P01,P01_44,00:07:21.40,00:07:28.10,stir food,stir,10,food,34,['food'],[34]
P01_44_21,P01,P01_44,00:07:46.20,00:07:47.00,uncover pot,uncover,83,pot,29,['pot'],[29]
P01_44_22,P01,P01_44,00:07:51.90,00:08:08.40,stir food,stir,10,food,34,['food'],[34]
P01_44_23,P01,P01_44,00:08:09.70,00:08:20.70,stir food,stir,10,food,34,['food'],[34]
P01_44_24,P01,P01_44,00:08:36.90,00:08:37.90,cover pot,cover,36,pot,29,['pot'],[29]
P01_44_25,P01,P01_44,00:11:24.50,00:11:38.50,add sauce,add,46,sauce,47,['sauce'],[47]
P01_44_26,P01,P01_44,00:11:46.40,00:11:47.80,add sauce,add,46,sauce,47,['sauce'],[47]
P01_44_27,P01,P01_44,00:11:50.70,00:12:14.30,stir food,stir,10,food,34,['food'],[34]
P01_45_2,P01,P01_45,00:00:52.30,00:00:57.10,add meat,add,46,meat,28,['meat'],[28]
P01_45_3,P01,P01_45,00:01:03.30,00:01:05.30,add meat,add,46,meat,28,['meat'],[28]
P01_45_4,P01,P01_45,00:01:11.20,00:01:13.90,add meat,add,46,meat,28,['meat'],[28]
P01_45_8,P01,P01_45,00:02:04.20,00:02:23.30,flip meat,flip,22,meat,28,['meat'],[28]
P01_45_11,P01,P01_45,00:02:53.30,00:02:58.60,stir meat,stir,10,meat,28,['meat'],[28]
P01_45_13,P01,P01_45,00:03:11.20,00:03:19.30,flip meat,flip,22,meat,28,['meat'],[28]
P01_45_14,P01,P01_45,00:03:19.30,00:03:23.10,stir meat,stir,10,meat,28,['meat'],[28]
P01_45_17,P01,P01_45,00:03:59.60,00:04:05.90,flip meat,flip,22,meat,28,['meat'],[28]
P01_45_18,P01,P01_45,00:04:38.30,00:04:42.00,flip meat,flip,22,meat,28,['meat'],[28]
P01_45_19,P01,P01_45,00:04:42.00,00:04:46.80,stir meat,stir,10,meat,28,['meat'],[28]
P01_45_20,P01,P01_45,00:04:45.40,00:04:52.40,flip meat,flip,22,meat,28,['meat'],[28]
P01_45_21,P01,P01_45,00:05:16.00,00:05:19.60,flip meat,flip,22,meat,28,['meat'],[28]
P01_45_23,P01,P01_45,00:05:23.20,00:05:26.60,flip meat,flip,22,meat,28,['meat'],[28]
P01_45_25,P01,P01_45,00:05:36.80,00:05:37.90,add meat,add,46,meat,28,['meat'],[28]
P01_45_27,P01,P01_45,00:05:45.90,00:05:49.40,stir meat,stir,10,meat,28,['meat'],[28]
P01_45_29,P01,P01_45,00:06:00.70,00:06:02.80,add meat,add,46,meat,28,['meat'],[28]
P01_45_30,P01,P01_45,00:06:10.40,00:06:12.10,add meat,add,46,meat,28,['meat'],[28]
P01_45_31,P01,P01_45,00:06:12.10,00:06:16.10,stir meat,stir,10,meat,28,['meat'],[28]
P01_45_32,P01,P01_45,00:06:44.20,00:06:47.80,stir meat,stir,10,meat,28,['meat'],[28]
P01_45_34,P01,P01_45,00:07:15.20,00:07:22.00,flip meat,flip,22,meat,28,['meat'],[28]
P01_45_35,P01,P01_45,00:07:22.00,00:07:25.40,stir meat,stir,10,meat,28,['meat'],[28]
P01_45_39,P01,P01_45,00:07:41.30,00:07:45.40,flip meat,flip,22,meat,28,['meat'],[28]
P01_45_41,P01,P01_45,00:07:57.10,00:07:58.80,stir meat,stir,10,meat,28,['meat'],[28]
P01_45_43,P01,P01_45,00:08:14.20,00:08:22.20,flip meat,flip,22,meat,28,['meat'],[28]
P01_45_45,P01,P01_45,00:08:22.80,00:08:25.30,stir meat,stir,10,meat,28,['meat'],[28]
P01_45_47,P01,P01_45,00:09:16.00,00:09:20.50,flip meat,flip,22,meat,28,['meat'],[28]
P01_45_50,P01,P01_45,00:09:24.90,00:09:26.30,add cheese,add,46,cheese,32,['cheese'],[32]
P01_45_51,P01,P01_45,00:09:26.90,00:09:28.00,add cheese,add,46,cheese,32,['cheese'],[32]
P01_45_52,P01,P01_45,00:09:30.80,00:09:32.90,add cheese,add,46,cheese,32,['cheese'],[32]
P01_45_53,P01,P01_45,00:09:47.00,00:09:49.10,add meat,add,46,meat,28,['meat'],[28]
P01_45_54,P01,P01_45,00:09:53.00,00:09:55.40,add cheese,add,46,cheese,32,['cheese'],[32]
P01_46_1,P01,P01_46,00:00:09.10,00:00:11.20,add oil,add,46,oil,31,['oil'],[31]
P01_46_2,P01,P01_46,00:00:30.70,00:00:55.60,add garlic,add,46,garlic,51,['garlic'],[51]
P01_46_3,P01,P01_46,00:00:30.70,00:00:55.60,cut garlic,cut,7,garlic,51,['garlic'],[51]
P01_46_4,P01,P01_46,00:01:29.80,00:01:35.00,stir garlic,stir,10,garlic,51,['garlic'],[51]
P01_46_7,P01,P01_46,00:01:41.60,00:01:42.80,stir garlic,stir,10,garlic,51,['garlic'],[51]
P01_46_8,P01,P01_46,00:01:46.00,00:01:59.40,stir garlic,stir,10,garlic,51,['garlic'],[51]
P01_46_9,P01,P01_46,00:02:03.30,00:02:40.80,stir garlic,stir,10,garlic,51,['garlic'],[51]
P01_46_10,P01,P01_46,00:02:44.90,00:02:46.90,stir garlic,stir,10,garlic,51,['garlic'],[51]
P01_46_11,P01,P01_46,00:02:48.30,00:02:49.30,add pepper,add,46,pepper,37,['pepper'],[37]
P01_46_12,P01,P01_46,00:02:49.40,00:02:51.60,stir food,stir,10,food,34,['food'],[34]
P01_46_13,P01,P01_46,00:02:54.40,00:02:55.70,add pepper,add,46,pepper,37,['pepper'],[37]
P01_46_14,P01,P01_46,00:02:55.70,00:03:01.10,stir food,stir,10,food,34,['food'],[34]
P01_46_15,P01,P01_46,00:03:08.20,00:03:14.00,stir food,stir,10,food,34,['food'],[34]
P01_46_16,P01,P01_46,00:03:06.20,00:03:07.80,add onion,add,46,onion,16,['onion'],[16]
P01_46_17,P01,P01_46,00:03:17.50,00:03:18.90,add pepper,add,46,pepper,37,['pepper'],[37]
P01_46_18,P01,P01_46,00:03:26.40,00:03:27.40,add onion,add,46,onion,16,['onion'],[16]
P01_46_19,P01,P01_46,00:04:13.80,00:04:21.20,stir food,stir,10,food,34,['food'],[34]
P01_46_20,P01,P01_46,00:04:23.40,00:04:57.90,stir food,stir,10,food,34,['food'],[34]
P01_46_21,P01,P01_46,00:05:00.40,00:05:13.40,stir food,stir,10,food,34,['food'],[34]
P01_46_22,P01,P01_46,00:05:21.50,00:05:24.10,add salt,add,46,salt,38,['salt'],[38]
P01_46_23,P01,P01_46,00:05:27.00,00:05:30.80,add spice,add,46,spice,85,['spice'],[85]
P01_46_24,P01,P01_46,00:05:38.70,00:05:40.50,add spice,add,46,spice,85,['spice'],[85]
P01_46_25,P01,P01_46,00:05:44.60,00:05:46.70,add salt,add,46,salt,38,['salt'],[38]
P01_46_26,P01,P01_46,00:05:54.50,00:05:58.90,stir food,stir,10,food,34,['food'],[34]
P01_46_28,P01,P01_46,00:06:21.60,00:06:46.70,stir food,stir,10,food,34,['food'],[34]
P01_46_29,P01,P01_46,00:06:49.50,00:06:56.10,stir food,stir,10,food,34,['food'],[34]
P01_46_31,P01,P01_46,00:07:45.70,00:07:57.10,stir food,stir,10,food,34,['food'],[34]
P01_46_32,P01,P01_46,00:12:09.60,00:12:10.50,uncover pot,uncover,83,pot,29,['pot'],[29]
P01_46_33,P01,P01_46,00:12:10.50,00:12:13.60,stir food,stir,10,food,34,['food'],[34]
P01_46_34,P01,P01_46,00:12:13.60,00:12:14.60,cover pot,cover,36,pot,29,['pot'],[29]
P01_46_35,P01,P01_46,00:12:15.30,00:12:42.20,stir food,stir,10,food,34,['food'],[34]
P01_46_36,P01,P01_46,00:13:15.50,00:13:16.50,cover pot,cover,36,pot,29,['pot'],[29]
P01_46_37,P01,P01_46,00:26:47.30,00:26:48.20,uncover pot,uncover,83,pot,29,['pot'],[29]
P01_46_38,P01,P01_46,00:26:48.00,00:26:55.90,stir food,stir,10,food,34,['food'],[34]
P01_46_39,P01,P01_46,00:26:58.60,00:27:00.30,add water,add,46,water,27,['water'],[27]
P01_46_40,P01,P01_46,00:27:03.60,00:27:08.70,stir food,stir,10,food,34,['food'],[34]
P01_46_41,P01,P01_46,00:27:10.00,00:27:45.80,stir food,stir,10,food,34,['food'],[34]
P01_46_42,P01,P01_46,00:27:49.60,00:28:01.90,stir food,stir,10,food,34,['food'],[34]
P01_46_43,P01,P01_46,00:28:04.70,00:28:05.70,stir food,stir,10,food,34,['food'],[34]
P01_46_44,P01,P01_46,00:28:07.90,00:28:17.20,stir food,stir,10,food,34,['food'],[34]
P01_46_45,P01,P01_46,00:28:20.10,00:28:23.70,stir food,stir,10,food,34,['food'],[34]
P01_46_46,P01,P01_46,00:28:27.60,00:28:30.40,stir food,stir,10,food,34,['food'],[34]
P01_46_47,P01,P01_46,00:28:31.30,00:28:41.10,stir food,stir,10,food,34,['food'],[34]
P01_46_48,P01,P01_46,00:28:49.00,00:28:51.30,stir food,stir,10,food,34,['food'],[34]
P01_46_49,P01,P01_46,00:29:36.50,00:29:39.80,add salt,add,46,salt,38,['salt'],[38]
P01_46_50,P01,P01_46,00:29:42.80,00:29:55.60,stir food,stir,10,food,34,['food'],[34]
P01_46_51,P01,P01_46,00:29:59.30,00:30:03.50,stir food,stir,10,food,34,['food'],[34]
P01_46_52,P01,P01_46,00:31:38.10,00:31:39.10,add spice,add,46,spice,85,['spice'],[85]
P01_46_53,P01,P01_46,00:31:40.20,00:31:41.20,add spice,add,46,spice,85,['spice'],[85]
P01_46_54,P01,P01_46,00:31:42.60,00:31:45.00,add spice,add,46,spice,85,['spice'],[85]
P01_46_55,P01,P01_46,00:32:03.50,00:32:11.50,stir food,stir,10,food,34,['food'],[34]
P01_46_57,P01,P01_46,00:32:27.90,00:32:31.20,add water,add,46,water,27,['water'],[27]
P01_46_58,P01,P01_46,00:32:36.00,00:32:38.70,add salt,add,46,salt,38,['salt'],[38]
P01_46_59,P01,P01_46,00:32:39.00,00:32:50.20,stir food,stir,10,food,34,['food'],[34]
P01_46_61,P01,P01_46,00:33:14.90,00:33:15.70,add meat,add,46,meat,28,['meat'],[28]
P01_46_62,P01,P01_46,00:33:24.30,00:33:25.30,add meat,add,46,meat,28,['meat'],[28]
P01_46_63,P01,P01_46,00:33:33.00,00:33:34.00,add meat,add,46,meat,28,['meat'],[28]
P01_46_64,P01,P01_46,00:33:40.00,00:33:41.00,add meat,add,46,meat,28,['meat'],[28]
P01_46_65,P01,P01_46,00:33:46.00,00:33:47.00,add meat,add,46,meat,28,['meat'],[28]
P01_46_66,P01,P01_46,00:33:52.60,00:33:53.60,add meat,add,46,meat,28,['meat'],[28]
P01_46_67,P01,P01_46,00:33:58.40,00:33:59.40,add meat,add,46,meat,28,['meat'],[28]
P01_46_68,P01,P01_46,00:34:05.50,00:34:06.50,add meat,add,46,meat,28,['meat'],[28]
P01_46_69,P01,P01_46,00:34:15.80,00:34:16.80,add meat,add,46,meat,28,['meat'],[28]
P01_46_70,P01,P01_46,00:34:25.50,00:34:26.50,add meat,add,46,meat,28,['meat'],[28]
P01_46_71,P01,P01_46,00:34:33.00,00:34:34.00,add meat,add,46,meat,28,['meat'],[28]
P01_46_73,P01,P01_46,00:35:05.10,00:35:13.10,add spice,add,46,spice,85,['spice'],[85]
P01_46_74,P01,P01_46,00:35:22.80,00:36:18.80,stir food,stir,10,food,34,['food'],[34]
P01_46_75,P01,P01_46,00:36:27.70,00:36:29.20,cover pot,cover,36,pot,29,['pot'],[29]
P01_46_78,P01,P01_46,00:38:10.60,00:38:11.60,uncover pot,uncover,83,pot,29,['pot'],[29]
P01_46_80,P01,P01_46,00:39:03.90,00:39:06.40,stir food,stir,10,food,34,['food'],[34]
P01_46_81,P01,P01_46,00:39:07.20,00:39:08.50,cover pot,cover,36,pot,29,['pot'],[29]
P01_46_82,P01,P01_46,00:39:53.00,00:39:54.90,move pot,move,11,pot,29,['pot'],[29]
P01_46_86,P01,P01_46,00:41:14.20,00:41:15.20,uncover pot,uncover,83,pot,29,['pot'],[29]
P01_46_87,P01,P01_46,00:41:18.40,00:41:20.40,stir food,stir,10,food,34,['food'],[34]
P01_46_89,P01,P01_46,00:41:27.40,00:42:28.90,stir food,stir,10,food,34,['food'],[34]
P01_46_90,P01,P01_46,00:42:31.60,00:42:38.60,stir food,stir,10,food,34,['food'],[34]
P01_46_91,P01,P01_46,00:42:46.10,00:42:47.10,stir food,stir,10,food,34,['food'],[34]
P01_46_92,P01,P01_46,00:42:48.90,00:42:50.10,cover pot,cover,36,pot,29,['pot'],[29]
P01_47_2,P01,P01_47,00:01:53.00,00:01:55.30,add fish,add,46,fish,119,['fish'],[119]
P01_47_3,P01,P01_47,00:01:58.00,00:02:00.40,add fish,add,46,fish,119,['fish'],[119]
P01_47_4,P01,P01_47,00:02:04.10,00:02:06.60,add fish,add,46,fish,119,['fish'],[119]
P01_47_6,P01,P01_47,00:03:41.00,00:03:45.60,flip fish,flip,22,fish,119,['fish'],[119]
P01_47_7,P01,P01_47,00:03:48.90,00:03:58.40,flip fish,flip,22,fish,119,['fish'],[119]
P01_47_8,P01,P01_47,00:05:51.30,00:06:06.70,flip fish,flip,22,fish,119,['fish'],[119]
P01_47_9,P01,P01_47,00:06:17.60,00:06:22.40,add fish,add,46,fish,119,['fish'],[119]
P01_47_11,P01,P01_47,00:10:32.90,00:10:40.20,flip fish,flip,22,fish,119,['fish'],[119]
P01_47_12,P01,P01_47,00:10:46.10,00:11:02.10,flip fish,flip,22,fish,119,['fish'],[119]
P01_47_13,P01,P01_47,00:13:54.90,00:14:17.20,flip fish,flip,22,fish,119,['fish'],[119]
P01_47_17,P01,P01_47,00:15:01.60,00:15:04.70,flip fish,flip,22,fish,119,['fish'],[119]
